project,layer,target,pvalue,fold,classification_type,weighted,minmax,dge_filtering,accuracy,f1_score,recall,precision,auc,auc_ovo,auc_ovr,f1_score_micro,recall_micro,precision_micro,f1_score_weighted,recall_weighted,precision_weighted
TCGA-LGG,mirna,vital_status,0.001,1,both,True,0.5-1,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7222222222222222,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,both,True,0.8-1,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7191358024691358,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,both,False,,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7191358024691359,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,both,False,0-1,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7191358024691359,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,both,False,0.3-1,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7191358024691359,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,both,False,0.5-1,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7191358024691359,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,both,False,0.8-1,,0.7916666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7191358024691359,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,True,,,0.75,0.4,0.3333333333333333,0.5,0.5,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,True,0-1,,0.75,0.4,0.3333333333333333,0.5,0.7232510288065843,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,True,0.3-1,,0.75,0.4,0.3333333333333333,0.5,0.7258230452674898,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,True,0.5-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,True,0.8-1,,0.75,0.4,0.3333333333333333,0.5,0.7253086419753086,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,False,,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,False,0-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,False,0.3-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,False,0.5-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,1,node,False,0.8-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,True,,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7325102880658435,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,True,0-1,,0.7638888888888888,0.3703703703703703,0.2777777777777778,0.5555555555555556,0.7242798353909465,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,True,0.3-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7294238683127572,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,True,0.5-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7325102880658436,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,True,0.8-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7314814814814814,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,False,,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.73559670781893,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,False,0-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.73559670781893,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,False,0.3-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.73559670781893,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,False,0.5-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.73559670781893,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,edge,False,0.8-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.73559670781893,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,True,,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7263374485596708,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,True,0-1,,0.7638888888888888,0.3703703703703703,0.2777777777777778,0.5555555555555556,0.7170781893004115,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,True,0.3-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7294238683127572,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,True,0.5-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7242798353909465,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,True,0.8-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.7263374485596708,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,False,,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.728395061728395,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,False,0-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.728395061728395,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,False,0.3-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.728395061728395,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,False,0.5-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.728395061728395,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,both,False,0.8-1,,0.7777777777777778,0.4285714285714285,0.3333333333333333,0.6,0.728395061728395,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,True,,,0.75,0.4,0.3333333333333333,0.5,0.5,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,True,0-1,,0.75,0.4,0.3333333333333333,0.5,0.7232510288065843,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,True,0.3-1,,0.75,0.4,0.3333333333333333,0.5,0.7258230452674898,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,True,0.5-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,True,0.8-1,,0.75,0.4,0.3333333333333333,0.5,0.7253086419753086,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,False,,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,False,0-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,False,0.3-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,False,0.5-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,1,node,False,0.8-1,,0.75,0.4,0.3333333333333333,0.5,0.7247942386831275,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,True,,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.660901467505241,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,True,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6855345911949686,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,True,0.3-1,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6561844863731656,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,True,0.5-1,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6551362683438154,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,True,0.8-1,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6488469601677148,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,False,,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6467505241090147,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,False,0-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6467505241090147,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,False,0.3-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6467505241090147,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,False,0.5-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6467505241090147,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,edge,False,0.8-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6467505241090147,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,True,,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6614255765199162,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,True,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6981132075471698,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,True,0.3-1,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6687631027253669,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,True,0.5-1,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6645702306079664,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,True,0.8-1,,0.704225352112676,0.4324324324324324,0.4444444444444444,0.4210526315789473,0.6614255765199162,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,False,,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6561844863731656,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,False,0-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6561844863731656,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,False,0.3-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6561844863731656,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,False,0.5-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6561844863731656,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,both,False,0.8-1,,0.6901408450704225,0.4210526315789473,0.4444444444444444,0.4,0.6561844863731656,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,True,,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.5,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,True,0-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.5880503144654088,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,True,0.3-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.589098532494759,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,True,0.5-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.5890985324947589,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,True,0.8-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.590670859538784,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,False,,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,False,0-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,False,0.3-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,False,0.5-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.01,2,node,False,0.8-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,True,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6881551362683438,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,True,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7054507337526205,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,True,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6939203354297694,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,True,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004193,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,True,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004192,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,False,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004192,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,False,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004192,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,False,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004192,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,False,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004192,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,edge,False,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6928721174004192,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,True,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7012578616352201,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,True,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7159329140461217,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,True,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7064989517819706,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,True,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7044025157232704,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,True,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7012578616352201,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,False,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6991614255765198,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,False,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6991614255765198,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,False,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6991614255765198,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,False,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6991614255765198,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,both,False,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6991614255765198,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,True,,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.5,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,True,0-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.5880503144654088,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,True,0.3-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.589098532494759,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,True,0.5-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.5890985324947589,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,True,0.8-1,,0.6197183098591549,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.590670859538784,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,False,,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,False,0-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,False,0.3-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,False,0.5-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.001,2,node,False,0.8-1,,0.6338028169014085,0.3157894736842105,0.3333333333333333,0.3,0.5911949685534591,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,True,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6876310272536688,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,True,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7243186582809223,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,True,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.69916142557652,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,True,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6939203354297694,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,True,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6855345911949685,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,False,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6844863731656184,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,False,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6844863731656184,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,False,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6844863731656184,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,False,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6844863731656184,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,edge,False,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6844863731656184,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,True,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.69916142557652,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,True,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7358490566037736,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,True,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7054507337526206,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,True,0.5-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.7023060796645704,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,True,0.8-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.69916142557652,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,False,,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6981132075471699,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,False,0-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6981132075471699,,,,,,,,
TCGA-LGG,mirna,vital_status,0.0001,2,both,False,0.3-1,,0.7464788732394366,0.4705882352941176,0.4444444444444444,0.5,0.6981132075471699,,,,,,,,
