project,layer,target,pvalue,classification_type,weighted,minmax,dge_filtering,accuracy,accuracy_std,f1_score,f1_score_std,recall,recall_std,precision,precision_std,auc,auc_std,auc_ovo,auc_ovo_std,auc_ovr,auc_ovr_std,f1_score_micro,f1_score_micro_std,recall_micro,recall_micro_std,precision_micro,precision_micro_std,f1_score_weighted,f1_score_weighted_std,recall_weighted,recall_weighted_std,precision_weighted,precision_weighted_std
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,False,0-1,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.7790430702195408,0.05167457009947635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,False,0.3-1,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.7790430702195408,0.05167457009947635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,False,0.5-1,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.7790430702195408,0.05167457009947635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,False,0.8-1,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.7790430702195408,0.05167457009947635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,False,N/A,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.7790430702195408,0.05167457009947635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,True,0-1,N/A,0.687103825136612,0.08605264886903623,0.3683303085299455,0.08973434974563019,0.6,0.12668615834434868,0.26934923515685766,0.07680438830938915,0.7699681582034523,0.05839014961482619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,True,0.3-1,N/A,0.7169398907103826,0.05953526207634911,0.4061724137931034,0.08978409166071062,0.6444444444444445,0.12171612389003691,0.2980009807126512,0.07419860613850232,0.7738897268309033,0.05652744501057299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,True,0.5-1,N/A,0.7136065573770491,0.06946352570125348,0.4130113490513935,0.10632985801242655,0.6666666666666666,0.13608276348795434,0.30058260624824096,0.08719933260477437,0.7756242668007374,0.05159360114942031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,True,0.8-1,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.776470588235294,0.053839000350563465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,edge,True,N/A,N/A,0.7168852459016393,0.06836183511189285,0.4155919942126839,0.10569837532644843,0.6666666666666666,0.13608276348795434,0.3031800088456435,0.08635147548760147,0.7764705882352941,0.05383900035056352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,False,0-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,False,0.3-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,False,0.5-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,False,0.8-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,False,N/A,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,True,0-1,N/A,0.493879781420765,0.18263321891517528,0.30017012227538536,0.1376306535910142,0.6888888888888889,0.27666443551086073,0.19469908467651056,0.09589574595565575,0.6564395843807608,0.20059903781821595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,True,0.3-1,N/A,0.3951366120218579,0.14325441725456867,0.2753043035395976,0.0995768771386182,0.7555555555555555,0.24088314876309772,0.16907407407407404,0.06397717562652938,0.6362284229931289,0.19556731775504135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,True,0.5-1,N/A,0.36551912568306005,0.13407596866592014,0.26457340069735996,0.09377622877393073,0.7555555555555555,0.24088314876309772,0.16095104339902377,0.05930835085601411,0.6278615719792191,0.1940612879234014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,True,0.8-1,N/A,0.3260655737704918,0.09679144442591693,0.2674225245653817,0.05670121442831913,0.8222222222222222,0.14907119849998596,0.15996561358263484,0.03573058660866747,0.6235461706049941,0.18982053483191524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.0001,node,True,N/A,N/A,0.3260655737704918,0.09679144442591693,0.2674225245653817,0.05670121442831913,0.8222222222222222,0.14907119849998596,0.15996561358263484,0.03573058660866747,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,False,0-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7892743422155186,0.05839285519745182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,False,0.3-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7892743422155186,0.05839285519745182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,False,0.5-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7892743422155186,0.05839285519745182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,False,0.8-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7892743422155186,0.05839285519745182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,False,N/A,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7892743422155186,0.05839285519745182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,True,0-1,N/A,0.7169398907103826,0.06595970219456358,0.4359732795939692,0.11970596237318429,0.7333333333333333,0.1859244503409056,0.3109082488830772,0.08973950286285914,0.7846153846153847,0.057640844409687676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,True,0.3-1,N/A,0.7465027322404372,0.05652780304368697,0.47360536715375423,0.12381744015417626,0.7777777777777778,0.22222222222222224,0.34187656617324136,0.08833852141389663,0.7897184514831574,0.060683521172107416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,True,0.5-1,N/A,0.7398907103825136,0.062256722922955685,0.4681557092847415,0.12534308209756445,0.7777777777777778,0.22222222222222224,0.33660647394662735,0.09068352600056336,0.7879839115133234,0.06149757003985994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,True,0.8-1,N/A,0.7431693989071039,0.06035716402834566,0.47061724774627994,0.12146487970183925,0.7777777777777778,0.22222222222222224,0.33954765041721563,0.08672837302019566,0.7892743422155186,0.06084349561392022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,both,True,N/A,N/A,0.7431693989071039,0.06035716402834566,0.47061724774627994,0.12146487970183925,0.7777777777777778,0.22222222222222224,0.33954765041721563,0.08672837302019566,0.7892743422155186,0.06084349561392022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,False,0-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7918719624601978,0.06090210608488403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,False,0.3-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7918719624601978,0.06090210608488403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,False,0.5-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7918719624601978,0.06090210608488403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,False,0.8-1,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7918719624601978,0.06090210608488403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,False,N/A,N/A,0.7366120218579235,0.051027836196409805,0.45580243293146516,0.10645893727766739,0.7555555555555555,0.21372648957412604,0.3284365393061045,0.07228620064201603,0.7918719624601978,0.06090210608488403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,True,0-1,N/A,0.7169398907103826,0.06595970219456358,0.4359732795939692,0.11970596237318429,0.7333333333333333,0.1859244503409056,0.3109082488830772,0.08973950286285914,0.7846153846153846,0.059280913888082404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,True,0.3-1,N/A,0.7465027322404372,0.05652780304368697,0.47360536715375423,0.12381744015417626,0.7777777777777778,0.22222222222222224,0.34187656617324136,0.08833852141389663,0.7927350427350428,0.05894493258176804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,True,0.5-1,N/A,0.7398907103825136,0.062256722922955685,0.4681557092847415,0.12534308209756445,0.7777777777777778,0.22222222222222224,0.33660647394662735,0.09068352600056336,0.7910005027652087,0.06122349657431795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,True,0.8-1,N/A,0.7431693989071039,0.06035716402834566,0.47061724774627994,0.12146487970183925,0.7777777777777778,0.22222222222222224,0.33954765041721563,0.08672837302019566,0.7944276856041561,0.062072280492185626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,edge,True,N/A,N/A,0.7431693989071039,0.06035716402834566,0.47061724774627994,0.12146487970183925,0.7777777777777778,0.22222222222222224,0.33954765041721563,0.08672837302019566,0.7933634992458523,0.06059508782565104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,False,0-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,False,0.3-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,False,0.5-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,False,0.8-1,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,False,N/A,N/A,0.3227322404371584,0.09160432514005556,0.2661164021164021,0.05505044501471987,0.8222222222222222,0.14907119849998596,0.15899000382653727,0.03440623557525652,0.6168677727501256,0.18606157690870692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,True,0-1,N/A,0.493879781420765,0.18263321891517528,0.30017012227538536,0.1376306535910142,0.6888888888888889,0.27666443551086073,0.19469908467651056,0.09589574595565575,0.6564395843807608,0.20059903781821595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,True,0.3-1,N/A,0.3951366120218579,0.14325441725456867,0.2753043035395976,0.0995768771386182,0.7555555555555555,0.24088314876309772,0.16907407407407404,0.06397717562652938,0.6362284229931289,0.19556731775504135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,True,0.5-1,N/A,0.36551912568306005,0.13407596866592014,0.26457340069735996,0.09377622877393073,0.7555555555555555,0.24088314876309772,0.16095104339902377,0.05930835085601411,0.6278615719792191,0.1940612879234014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,True,0.8-1,N/A,0.3260655737704918,0.09679144442591693,0.2674225245653817,0.05670121442831913,0.8222222222222222,0.14907119849998596,0.15996561358263484,0.03573058660866747,0.6235461706049941,0.18982053483191524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.001,node,True,N/A,N/A,0.3260655737704918,0.09679144442591693,0.2674225245653817,0.05670121442831913,0.8222222222222222,0.14907119849998596,0.15996561358263484,0.03573058660866747,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,False,0-1,N/A,0.7333333333333333,0.04446086471433439,0.44502160684363695,0.08052369810574714,0.7333333333333333,0.18592445034090568,0.3227080745341615,0.050776798296516955,0.7815066197419138,0.06461277363302742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,False,0.3-1,N/A,0.7333333333333333,0.04446086471433439,0.44502160684363695,0.08052369810574714,0.7333333333333333,0.18592445034090568,0.3227080745341615,0.050776798296516955,0.7815066197419138,0.06461277363302742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,False,0.5-1,N/A,0.7333333333333333,0.04446086471433439,0.44502160684363695,0.08052369810574714,0.7333333333333333,0.18592445034090568,0.3227080745341615,0.050776798296516955,0.7815066197419138,0.06461277363302742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,False,0.8-1,N/A,0.7333333333333333,0.04446086471433439,0.44502160684363695,0.08052369810574714,0.7333333333333333,0.18592445034090568,0.3227080745341615,0.050776798296516955,0.7815066197419138,0.06461277363302742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,False,N/A,N/A,0.7333333333333333,0.04446086471433439,0.44502160684363695,0.08052369810574714,0.7333333333333333,0.18592445034090568,0.3227080745341615,0.050776798296516955,0.7815066197419138,0.06461277363302742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,True,0-1,N/A,0.7366120218579235,0.05232793276447704,0.4503286713286713,0.09811825136468026,0.7333333333333333,0.18592445034090566,0.32738399707709165,0.07147993253463615,0.7914446120328473,0.06302051952025337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,True,0.3-1,N/A,0.7497267759562842,0.05317700819979399,0.4699075765571929,0.0892462513780453,0.7555555555555555,0.18257418583505536,0.34469637862772873,0.062164216182119196,0.7884028825205295,0.060524321710270605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,True,0.5-1,N/A,0.7432240437158469,0.03422418811464575,0.46085789949599976,0.07567052247989083,0.7555555555555555,0.18257418583505536,0.33439393939393935,0.04319052413622266,0.7849840791017261,0.06056919685996572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,True,0.8-1,N/A,0.7431693989071038,0.04506126366795257,0.46204051674352575,0.08211356827637042,0.7555555555555555,0.18257418583505536,0.3358701298701299,0.05176953091590808,0.7845232109937992,0.06546768216083117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mirna,primary_diagnosis,0.01,both,True,N/A,N/A,0.7431693989071038,0.04506126366795257,0.46204051674352575,0.08211356827637042,0.7555555555555555,0.18257418583505536,0.3358701298701299,0.05176953091590808,0.7845232109937992,0.06546768216083117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
